问题,答案
54. 墨守成规，这个催眠策略的应对方法是什么？,54. 人类一直在不断进步，如果固步自封，那人类现在恐怕用不上手机和电脑科技吧？对应修道而言，这么几千年了，人类的觉醒比例还是在两千多万分之一，难道不应该总结教训，探索更有效的方法吗？如果还是固守传统的方法，怎么迎来人类的集体觉醒？
"55. 以""顺其自然""作惰性的借口，这个催眠策略的应对方法是什么？",55. 顺其“自然”，不是顺其“偷懒”!自然=自己本来的样子＝客观，真正做到顺其自然不容易，觉察度不够，很难分辨顺的是[客观]。顺其自然也指修炼上，不急于求成，拔苗助长，但是平时还是要用心学习、实践，才能有进步，不能作为惰性、觉醒意志不坚定的借口，更不能因此而放纵自我。顺应道，顺应本我，顺应客观，是为自然。
56. 【宗教催眠】之植入虚假观念，这个催眠策略的应对方法是什么？,56. 审视、静观各种观念、宗教概念的真实性，还有自己怎么相信、认同这些观念的？对事物的认识越客观、深刻，越不容易被蒙骗、产生恐惧，越不容易被忽悠、限制。
"57. 【宗教催眠】之""原罪""，这个催眠策略的应对方法是什么？",57. 每个小孩都是童真、自然的，吃奶、食物，这些都只是自然的生理需求，跟罪恶完全不搭边，如果不被灌输一些乱七八糟、扭曲的概念，人是非常有创造力、天赋的。“原罪”的概念来自于宗教发展历史上教会对民众的控制手段，每个人都是本源，都是神圣的，通过修行体认到万物的一体性，就能从根本上破除这些谎言。
58. 【宗教催眠】之限制性概念，这个催眠策略的应对方法是什么？,58. 修行是为了获得最终的自由，修行是修自由，怎么成了修“限制”了？限制越多，离自由越远，离道越远。
59. 【宗教催眠】之念经解脱，这个催眠策略的应对方法是什么？,59. 经书是很多先贤的教导，有重要价值，但价值在于要理解它的内容然后在修行中实践；如果只是单纯念经就能解脱的话，那用录音机循环播放，录音机岂不早就得道了？
"60. ""业力""的误导，这个催眠策略的应对方法是什么？",60. “业力”是个很多人容易误解的概念，从根本上说，“业力”也是幻相；通常所说的“业力”，是指的行为所引入的潜意识惯性，当后续这种惯性被客观条件触发后，就会导致相关的行为，引发相应的感受和体验。因此，业力不是简单的“恶有恶报”，没有债，也不需要还。每个人确实都应该为自己的行为负责，进而从错误中学到教训。可是如果人们将自己的当前生活状况引申成弥补前世错误行为的惩罚，恰恰是中了误导，从而安于现状！对待“业力”需要静观，不互动，客观对待，培养积极的价值观，积极修行来克服各种潜意识惯性的困扰。
61. 内求=独修，这个催眠策略的应对方法是什么？,61. 这是一条很重要的催眠策略，目的是不让众人形成强大的集体灵，诱导每个人单打独斗，然后逐个击破，之所以人类这么多年觉醒比例低很大程度上就是没有完全团结起来形成合力！现在已经不同了，意识到这点的人已经越来越多，只要更多的人认识到这点，就能形成更强大的集体灵，更难被催眠，觉醒意志更强烈，觉醒更快；
62. 越专注于反 xx，xx则越强大，这个催眠策略的应对方法是什么？,62. 这是一种很关键的催眠策略，一字之差，谬以千里。应该是：越专注于xx，xx则越强大。越专注于反xx，反xx则越强大。这才是正常逻辑!越专注于反催眠，反催眠就会越强大，反催眠意识就越强烈，越有效。
"63. ""天机不可泄露""，这个催眠策略的应对方法是什么？",63. 天机是什么？如果是真理，为什么不能让人知道呢？因为怕泄露的天机根本就不是真理，而是不敢让人知道的真相，什么真相不敢让人知道？就是催眠人类的真相，一旦泄露，催眠游戏阿T怎么还玩的成？？
64. 宣传内斗信息，这个催眠策略的应对方法是什么？,64. 保持理性，观照，只观察、了解，不参与，团结不内斗，集体越团结，凝聚力越高，越不容易被催眠。
65.现实是残酷的，这个催眠策略的应对方法是什么？,65. 监狱里是幸福的？监狱外面反而痛苦？这是一个很关键的催眠信息，让很多人因为害怕而裹足不前，事实恰恰相反，一定要客观调查再得出结论，千万不要被别有用心的言论误导，沉迷在幻相中越陷越深。
66. 完美主义，这个催眠策略的应对方法是什么？,66. 本源是无限的。完美主义，暗藏了一个固定的状态，目的是让人去追求有限！本质上是让人自我限制，与修道追求的自由背道而驰；认清这点就可以不断解开自己设限的枷锁，通向终极自由。
67. 引导群友间猜疑，这个催眠策略的应对方法是什么？,67. 大家都是来群里学习的，要互相帮助，彼此有爱；在学习的过程中，肯定有快有慢，但是不存在谁高谁低，因为我们都是一体的，在学习的过程中，团结有爱，人人平等！
68. 灵肉合一，这个催眠策略的应对方法是什么？,68. 肉体是我们使用的一部机器，也是我们灵体的囚牢，宣传灵肉合一，就是要把灵魂捆绑在肉体中。现在我们就因为灵肉合一，把我们对自己本来面目的认知局限在肉体上，才导致被困在物质幻相中；只有理清灵体和肉体的关系，才能做到两者间和谐而不依附，自由而不限制。
69. 修行就要节约能源，这个催眠策略的应对方法是什么？,69. 这也是一种常见的限制性 观念。 “节流”不是增加能量的根本， “开源” 才是。能量是无限的，是不断被创造的； 能量=意愿，无限的意愿，无限的幻想， 无限的创造，无限的体验；所有的生命， 本质上都是在创造能源；
70. 阶层高低，这个催眠策略的应对方法是什么？,70. 注意观察自己是否是透过有色眼镜来看待其他的个体、事物，还是客观的看待？同时认识到每个个体虽然经历不同、个性不同、身份不同，但其实本质并没有高低之分，人人平等。意识强度，是随时可变的，它是一种客观的量化标准，一种检验自己修行成果的工具，并不存在任何优越感；认清这点，就不会陷入二元倾向；
71.“爱”与道德规范，这个催眠策略的应对方法是什么？,71. 爱是一种自然流露，是每个人所拥有的潜力，而不是一种要求，一种强迫，一种限制，一种束缚人的工具；真正拥有爱的人是自由的，是不受控制的，这个社会害怕不可控的个体，所以它通过强迫性的，要求性的道德规范来对个体进行控制，将道德束缚美化成“爱”。
72. 寻找双生火焰、双生灵魂，这个催眠策略的应对方法是什么？,72. 每个灵魂都是完整的，灵魂都是一体的，都是本源的一个面向。自爱圆满是根本，一切顺其自然，切莫本末倒置。
73. 引导崇拜“唯一的神”，这个催眠策略的应对方法是什么？,73. 每个人本来就是神！向内认知自己，重新发现自己和所有存在都有平等的神性以及无穷无尽的创造力。
74. 我们是有限的，弱小的，这个催眠策略的应对方法是什么？,74. 自己认为没有，就真的没有了；“没有”本身就是幻相，我们灵核是有无限创造力的，我想有，我就有；催眠就是利用我们自己的幻相屏蔽，再通过催眠来加强效果的，目的就是让你觉得自己是有限的，弱小的，骗我们与自己的无限力量隔断。
75. 倾向“二元”的传导信息，这个催眠策略的应对方法是什么？,75. 一切都是游戏，可认真不可当真！T组是我们的游戏对手，但是仅仅是“游戏对手”，在灵魂上是一体的。T组可以接受二元对立的揭露，惧怕一元的揭露！二元心态、当真心态的真实揭露，要注意：接收真实，但不被二元当真心态所影响。
76. 引导负能量宣传，这个催眠策略的应对方法是什么？,76. 提高辨识力，分辨“二元”的宣传信息，不宣传散播有二元倾向的文章和信息，不做降低人类集体意识强度的“帮凶”。
77. 细化的幻相，这个催眠策略的应对方法是什么？,77. 反向审视，认识这些二元幻相，客观、深入、全面的了解它们。如实的观察它们。对它们了解得越多，幻相越有可能被识别出来并且失效。
78. 修行困难感，这个催眠策略的应对方法是什么？,"78. “修行困难感”、“深入冥想困难感”、“觉醒困难感”这些都是催眠策略、催眠错觉，""破除""这种错觉的方法就是要有强烈的觉醒意愿以及经常加强自身的行动力。"
79. 快乐的倾向，这个催眠策略的应对方法是什么？,79. 执着于追求虚假二元对立的外在快乐，容易让人迷失自己自我膨胀。向内探索，终将觉醒。向外探求，始终梦游。日常生活中，可以投入更多精力到冥想或其他提高意识强度的方式中。
80. 痛苦的倾向，这个催眠策略的应对方法是什么？,80. 再大的痛苦，也有其漏洞，也不是无坚不摧的。只要一直有强烈的觉醒意愿，锲而不舍的探索和试错，再多再大的困难，也不一定能彻底困住你，也有成功觉醒的可能性。
81. 恐惧，这个催眠策略的应对方法是什么？,81. 爱你的恐惧，这样一来，就停止继续滋养它。还可以直面它，深深的吸入它，尽可能的去感受这些恐惧。倾听它观察它。同时生活中全身心投入到自己真正关心最喜欢最热爱的事情上。
82. 诱惑，这个催眠策略的应对方法是什么？,82. 真正的快乐来自内在来自健康、快乐的心态。对这些依赖性的东西保持一定的警觉性。同时生活中可以选择一些积极有益身心的兴趣爱好。比如冥想大自然运动游泳画画等等。
83. “圣人”降世，这个催眠策略的应对方法是什么？,83. 这是典型的引导外求的手段，让人们去期待借助外部的力量寻求解 脱，而不是内求；没有任何圣人能带任何人脱离苦海；只有自己的努力，改变自 己，才能脱离苦海；你有低频的部分，就一直被低频监狱吸着，谁也拉不开，同频 相吸，是自然规律，谁也改变不了，内求是唯一的出路。
84. 挑拨人类内斗，这个催眠策略的应对方法是什么？,84. 这是T组的一种催眠策略，其目的是掩盖捕获电网的存在，捕获灵魂的是电网，跟生物无关；同时，这些信息还可以挑拨人类内斗，生物之间的内斗，因此要提高辨识力，防止T组一箭双雕的阴谋得逞。
85.偏离客观性，这个催眠策略的应对方法是什么？,85. 不管是上师、古鲁、灵修高手、明星还是其他名人，他们说的话，做的事情，有可能对自己有帮助，也有可能暗藏催眠信息。在学习的同时，还需要加以辩识、辩别真假。要有自己的观察发现。
86. 过去的记忆，这个催眠策略的应对方法是什么？,86. 注意提高警觉，多察觉、留意自己有没有被催眠了？有没有偏离客观？有没有情绪化？每日百省吾身。
87. “自私”，这个催眠策略的应对方法是什么？,87. 典型的道德绑架，通过社会责任感和别人的感受来束缚人，限制人的自由，本质上来控制个人自由度；只要不干涉其他人的自由意志，自己的人生可以任意挥洒，探索无穷的体验，干嘛要自我设限，束缚自由？
88. 激将法，这个催眠策略的应对方法是什么？,88. 这招激将法专门骗那些自以为是的人进轮回，特别是意识强度在8以上的人，几十万的“光工”，就这样被自以为是绊倒了。所以，一定要时刻提高警觉，不留下任何漏洞让T组有机可乘，特别是“自以为是”的漏洞。
89.“正法”传播者，这个催眠策略的应对方法是什么？,89. 典型的“我正他邪”，认为自己掌握了真理，其他人的都是邪说，如果真的是真理，又怎么怕别人辨别争论呢？因此，实践是检验真理的唯一标准，越是需要让别人拥护的，越是自信不足的表现。
90. 资源诱惑引导外求，这个催眠策略的应对方法是什么？,90. 任何的贪心、欲望都会成为弱T下手的漏洞，引导你外求，一旦上钩就会越陷越深，身不由己；应对的最好方式就是控制小我的贪欲，不外求，虽然过程可能辛苦，但自己的命运靠自己改变，才能把命运掌握在自己手中。
91.完美者才能得道，这个催眠策略的应对方法是什么？,91. 得道者也并不是没有任何情绪和问题的，而是不再受任何情绪和问题的困扰，完全的包容一切，也包括自己的不完美，因为一切都是本源的体验。
92.末法邪说，这个催眠策略的应对方法是什么？,92. 不要先入为主的去看待任何灵性资料，也不要先入为主的看待一个人，要有自己的辩识力，自己去辩识真假，了解真假。自己去学习和了解真相。
93. 我正他邪，这个催眠策略的应对方法是什么？,93. 世上没有绝对的善恶，但是不管你经常看到什么，都会在头脑里生根成长，更倾向于看到别人坏的一面，是容易的，就像走下坡路一样，但是会变得越来越封闭和对立。当你更倾向于看到别人善的一面，你的思想会越来越开放，会更愿意与人沟通和分享。再坏的人，也有善的一面。
94. 假爱，这个催眠策略的应对方法是什么？,94. 因为爱而去做自己不喜欢的事情，这样的爱是道德绑架，不是真爱。真爱是先爱你自己，做你爱做、最喜欢的事情。真爱是喜悦不是受苦。
95. 情绪化，这个催眠策略的应对方法是什么？,95. 保持警惕，以平和冷静的心态去对待愤怒的人。注意觉察自己的情绪有没有被带进去，有没有被影响了。跟愤怒的人互怼，发泄情绪是容易的，要保持理智则需要一定的觉察和定力。平时多提高自己的觉察力和定力。
96. 迁怒，这个催眠策略的应对方法是什么？,96. 要时刻保持觉察，特别是遇到不顺利或者糟糕的事情时，更要保持客观觉察，觉察自己的想法是否是自由意识，还是被外界引导的结果，觉察到情绪变化的源头，才能不被情绪所控制，不被人所利用，才能更加自由。
97. 心智模块扭曲，这个催眠策略的应对方法是什么？,97. 增强觉醒意愿，提高反催眠的定力、提高信息解密能力。还可以多探索如何识别这些幻相。不被催眠、当真了，从而不会产生冲突和对抗。
98. 某些真话的组合=谎言，这个催眠策略的应对方法是什么？,98. 要保持时刻的警惕和觉察，得出结论的逻辑链条要完整，条件要充分，不能以偏概全，不能转移焦点，要保持足够的清醒，最大程度的保持客观，减少主观臆断。
99. 固定模式，这个催眠策略的应对方法是什么？,99. 要不断试错，要有强烈的觉醒意愿和试错精神，有效的方法都可以尝试，不要执着于一个有效的方法。甚至连不断试错的方式也不要变成一个固定模式。如果那个方式行不通了，就探索怎么不被限制住，怎么继续拓展，或者推倒重来。
100. 变换漏洞、幻相和阻碍，这个催眠策略的应对方法是什么？,100. 不用死守一个破幻方式，T组会灵活变换催眠方式，我们也可以灵活变换破幻方式。可以观察谁在变换，怎么变换的。只要能拓展意识强度的，都可以不断尝试，无不受持。
101. 信念系统的冲突，这个催眠策略的应对方法是什么？,101. 不管发生什么体验、现象、变化，有形有相，无形无相，只接收、不分析、不判断、不定义，包括对接收和静观的怀疑、假设，也只接收和静观，不判断。
102. 信念系统的冲突，这个催眠策略的应对方法是什么？,102. 修炼的过程永远不会按照头脑的计划来进行，也许什么都没有发生，也许直面困难、诱惑，或者放弃来得比想象得要快。要觉察到当下的实际情况，觉察到真实是什么。
103.假修行，这个催眠策略的应对方法是什么？,103. 自律、道德、善恶、外貌、金钱、职位、仪式等等都是矩阵的一部分，都是编程，都是程序，与觉醒无关。与开悟无关。
105. 假救赎，这个催眠策略的应对方法是什么？,105. 请不要自欺欺人，某个方式能否带来解脱，我们比谁都清楚，只是我们不敢承认、不敢接受，不敢面对。能否只是全然的做真实的自己，自己是什么就是什么，并且直面它，接受一切的代价？也许是好的，也许是痛苦的，直面它，深深的进入它，吸收整合它，辐射出喜悦的火花。
106. 拖慢修行，这个催眠策略的应对方法是什么？,106. 这是一招拖延策略，越拖延，越给T组创造机会，越有更多空余时间来研究怎么催眠你，放大你的漏洞，把你套住，或者绊倒。所以说，要把自己每一天都当成最后一天，在自己真正关心、热爱的事情上，倾尽自己的全部，不留一点骨头。
107.否定、破坏的倾向，这个催眠策略的应对方法是什么？,107. 历史上有无数的人，成千上万的人，都做过用负向的方式来改变世界，有一些人甚至走到了极端，他们发起战争，试图消灭“邪恶的人”，“邪恶的种族”，但是最后他们都失败，世界并没有因为这些破坏改变得更好，或者更完美。相反的，世界退化了。所以说，有没有新的可能性，既不通过破坏不好的来变得更好，也不通过虚假的美好，来掩盖真实是什么？
108.多层恐惧，这个催眠策略的应对方法是什么？,108. 再顶尖的催眠系统，也有它的漏洞和薄弱的地方，要不断的探索，如何拓展自己的强项，去反“攻击”催眠系统的弱项，进而不断拓展自己的意识强度，灵活变通，提高效率。不断的探索如何不被局限住，如何没有局限的深度觉察，洞察？
109. 虚假的困意，这个催眠策略的应对方法是什么？,109. 保持觉察、警惕，注意观察是真的困了，还是这种困意是一个催眠。如果是催眠的话，有可能是想忽悠你去做别的事情，暂时不要拓展意识强度。这个时候更不能松懈，要抓住机会，好好修炼破幻。
110. 潜移默化、机械化，这个催眠策略的应对方法是什么？,110. 24/30/365 每时每刻保持觉察，觉知，警觉，发现任何时候陷入催眠模式，就推倒重来。还有全方位了解、审视、观察表意识和潜意识中还有哪些不客观、二元对立的倾向、卡点、匮乏、漏洞。
111.秩序与安全，这个催眠策略的应对方法是什么？,111. 只有当一个人不道德的时候，才会追求完美的道德。只有当我们缺乏觉知，才需要秩序。而秩序反过来又加固人与人之间的分离、隔阂。失去了探索“危险”和未知的乐趣。一个没有秩序，却不暴力的人总是让人感觉很危险的，但其中有强烈的觉知、警觉。
"112. 恐惧""恐惧""，这个催眠策略的应对方法是什么？",112. 当恐惧深入你的骨髓，看起来更加坚不可摧，但同时你对恐惧本质的了解也更加深刻。它是一把双刃剑。同时的，恐惧只会滋生恐惧。它以此为食。爱你的恐惧、爱你恐惧所带来的痛苦，它是你的一部分，这样一来，就停止了继续提供营养给它。
113. 自言自语，这个催眠策略的应对方法是什么？,113. 静静的旁观，观察它。
114. 幻相逼真度，这个催眠策略的应对方法是什么？,114. T组的催眠可以从无限个角度去实践和试验，破幻也可以从无限个角度、方式去试验和实践，可以从现实的经验找到破幻的角度、从信念系统的角度破幻、从感受、情绪的角度去破幻、从行为模式的角度、从合一本源的角度等等。
115. 贫穷即灵性，这个催眠策略的应对方法是什么？,115. 很贫穷的人，还能觉醒，确实是值得佩服，但是不代表所有贫穷的人都意识开放，觉醒程度高。相反的，贫穷有时候也可能来自匮乏的感觉，批判的思维。自我厌恶。这些反而是很大的漏洞和阻碍。事实上，人的肉体需要食物、住所、良好的天气环境，这些是客观事实。
116. 绝对的自由，这个催眠策略的应对方法是什么？,116. 当苦难和困难来临时，它是一份巨大的礼物，当苦难和困境没有来临时，去追求它们，对它们有执念，你就入坑了！我们为什么要先去得到极大的限制和困境，然后再从中不断的修炼、历练，最后彻底的脱离它们？我们为什么不能一开始就不入坑呢？
117. 过去经验的累积，这个催眠策略的应对方法是什么？,117. 我们可以一小点一小点释放它们。那样是有帮助的。但那样有时候效率低，拖延时间。我们可以一大口一大口的释放。释放一堆过去累积起来的经验和情绪，就释放了成百上千的念头。释放几个强烈的恐惧，也释放了成百上千的念头。释放一个癖好和习惯，也可以释放很多的念头。
118. 扭曲文字信息，这个催眠策略的应对方法是什么？,118. 这个需要不断的提高自己的辩识力，在接收和了解任何的信息，不轻易下结论，不盲目认同，不随便反对，知道就是知道，不知道就是不知道。保持观察。客观求证。
119.理论化修行，这个催眠策略的应对方法是什么？,119. 在自己还在困惑中时，不要去玩弄文字游戏，使他人也困惑。在自己没有彻底觉醒之前，也不要随意去教导别人，或者否定别人的探索过程。因为我们有时候并不了解别人的潜在优点和主要意愿。
120. 虚假记忆，这个催眠策略的应对方法是什么？,120. 我们能倾听而不累积吗？——当别人说我们是美丽的，漂亮的，帅的，或者多么笨的，能倾听他说的话而不累积吗？边听边累积就必然产生意象。产生分化和冲突。同样的，我们能抛开过去的信仰、认知和固定观念，自由的观察吗？甚至不按照自己观察的经验去观察。
121. 自我重要感、认同，这个催眠策略的应对方法是什么？,121. 即使这个自我被彻底“杀掉”，那又怎么样？这是多么兴奋的事情。整个宇宙都应该在庆祝！——我们的身份、我们信仰、我们的生活模式，我们的依赖、我们的痛苦、我们的恐惧、我们的无知，从过去无数个世纪以来被教导和灌输的信念系统，这一切都使我们一直学会服从、服从、服从！虚伪、虚伪、虚伪！要想获得自由，必须敢于大死一场。即使付出一切的代价。觉醒就是一切。那个自我必将被杀死。
